prompt_index,prompt,model_name,difficulty,category,tech_stack,module_tags
5,为src/services/instrumentService.ts编写单元测试：覆盖checkConflict的所有边界情况——时间完全重叠、部分重叠、相邻不重叠（end_time等于start_time）、包含关系、已拒绝的预约不冲突。使用内存SQLite，预设仪器和若干预约记录，验证每种场景的冲突检测结果,Doubao-Seed-2.0-Code,困难,测试,"TypeScript,Express.js,EJS,SQLite","试剂管理,危化品,仪器预约,实验记录,库存预警"
5,为src/services/instrumentService.ts编写单元测试：覆盖checkConflict的所有边界情况——时间完全重叠、部分重叠、相邻不重叠（end_time等于start_time）、包含关系、已拒绝的预约不冲突。使用内存SQLite，预设仪器和若干预约记录，验证每种场景的冲突检测结果,GLM-5.1,困难,测试,"TypeScript,Express.js,EJS,SQLite","试剂管理,危化品,仪器预约,实验记录,库存预警"
6,"当前项目的数据库初始化在config/database.ts中使用懒加载单例，但未启用WAL模式和外键约束。请修改：在getDatabase函数中创建连接后执行PRAGMA journal_mode=WAL和PRAGMA foreign_keys=ON。同时在Dockerfile中添加HEALTHCHECK指令，使用curl访问新增的/health端点（需在routes/index.ts中添加返回{status:""ok""}的JSON接口）",gpt-5.4,困难,DevOps / 工程化,"TypeScript,Express.js,EJS,SQLite","试剂管理,危化品,仪器预约,实验记录,库存预警"
6,"当前项目的数据库初始化在config/database.ts中使用懒加载单例，但未启用WAL模式和外键约束。请修改：在getDatabase函数中创建连接后执行PRAGMA journal_mode=WAL和PRAGMA foreign_keys=ON。同时在Dockerfile中添加HEALTHCHECK指令，使用curl访问新增的/health端点（需在routes/index.ts中添加返回{status:""ok""}的JSON接口）",gemini-3.1-p,困难,DevOps / 工程化,"TypeScript,Express.js,EJS,SQLite","试剂管理,危化品,仪器预约,实验记录,库存预警"
6,"当前项目的数据库初始化在config/database.ts中使用懒加载单例，但未启用WAL模式和外键约束。请修改：在getDatabase函数中创建连接后执行PRAGMA journal_mode=WAL和PRAGMA foreign_keys=ON。同时在Dockerfile中添加HEALTHCHECK指令，使用curl访问新增的/health端点（需在routes/index.ts中添加返回{status:""ok""}的JSON接口）",DeepSeek-V4-Pro,困难,DevOps / 工程化,"TypeScript,Express.js,EJS,SQLite","试剂管理,危化品,仪器预约,实验记录,库存预警"
6,"当前项目的数据库初始化在config/database.ts中使用懒加载单例，但未启用WAL模式和外键约束。请修改：在getDatabase函数中创建连接后执行PRAGMA journal_mode=WAL和PRAGMA foreign_keys=ON。同时在Dockerfile中添加HEALTHCHECK指令，使用curl访问新增的/health端点（需在routes/index.ts中添加返回{status:""ok""}的JSON接口）",Doubao-Seed-2.0-Code,困难,DevOps / 工程化,"TypeScript,Express.js,EJS,SQLite","试剂管理,危化品,仪器预约,实验记录,库存预警"
6,"当前项目的数据库初始化在config/database.ts中使用懒加载单例，但未启用WAL模式和外键约束。请修改：在getDatabase函数中创建连接后执行PRAGMA journal_mode=WAL和PRAGMA foreign_keys=ON。同时在Dockerfile中添加HEALTHCHECK指令，使用curl访问新增的/health端点（需在routes/index.ts中添加返回{status:""ok""}的JSON接口）",Qwen3.6-Plus,困难,DevOps / 工程化,"TypeScript,Express.js,EJS,SQLite","试剂管理,危化品,仪器预约,实验记录,库存预警"
7,"在src/services/reagentService.ts中新增批量导入试剂功能：新增POST /reagents/import路由，接收CSV文件上传（使用multer），解析CSV（name,cas_number,category,specification,unit,stock_quantity,min_quantity,location,supplier,price），逐行校验后批量插入reagents表。需要处理：CAS号格式校验、重复CAS号跳过、库存为负数报错、导入结果统计（成功/跳过/失败数量）",gpt-5.4,困难,代码生成,"TypeScript,Express.js,EJS,SQLite","试剂管理,危化品,仪器预约,实验记录,库存预警"
7,"在src/services/reagentService.ts中新增批量导入试剂功能：新增POST /reagents/import路由，接收CSV文件上传（使用multer），解析CSV（name,cas_number,category,specification,unit,stock_quantity,min_quantity,location,supplier,price），逐行校验后批量插入reagents表。需要处理：CAS号格式校验、重复CAS号跳过、库存为负数报错、导入结果统计（成功/跳过/失败数量）",gemini-3.1-p,困难,代码生成,"TypeScript,Express.js,EJS,SQLite","试剂管理,危化品,仪器预约,实验记录,库存预警"
7,"在src/services/reagentService.ts中新增批量导入试剂功能：新增POST /reagents/import路由，接收CSV文件上传（使用multer），解析CSV（name,cas_number,category,specification,unit,stock_quantity,min_quantity,location,supplier,price），逐行校验后批量插入reagents表。需要处理：CAS号格式校验、重复CAS号跳过、库存为负数报错、导入结果统计（成功/跳过/失败数量）",DeepSeek-V4-Pro,困难,代码生成,"TypeScript,Express.js,EJS,SQLite","试剂管理,危化品,仪器预约,实验记录,库存预警"
7,"在src/services/reagentService.ts中新增批量导入试剂功能：新增POST /reagents/import路由，接收CSV文件上传（使用multer），解析CSV（name,cas_number,category,specification,unit,stock_quantity,min_quantity,location,supplier,price），逐行校验后批量插入reagents表。需要处理：CAS号格式校验、重复CAS号跳过、库存为负数报错、导入结果统计（成功/跳过/失败数量）",Doubao-Seed-2.0-Code,困难,代码生成,"TypeScript,Express.js,EJS,SQLite","试剂管理,危化品,仪器预约,实验记录,库存预警"
7,"在src/services/reagentService.ts中新增批量导入试剂功能：新增POST /reagents/import路由，接收CSV文件上传（使用multer），解析CSV（name,cas_number,category,specification,unit,stock_quantity,min_quantity,location,supplier,price），逐行校验后批量插入reagents表。需要处理：CAS号格式校验、重复CAS号跳过、库存为负数报错、导入结果统计（成功/跳过/失败数量）",GLM-5.1,困难,代码生成,"TypeScript,Express.js,EJS,SQLite","试剂管理,危化品,仪器预约,实验记录,库存预警"
